title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
SuperLite 1500 Series  Nankuro 4,PS,Puzzle,Ubisoft,5,10,3,62,4.94,3.76,4.88,5.62,19.2,0.03,2001
SuperLite 1500 Series  Nankuro 3,PS,Puzzle,Sony Computer Entertainment,7,8,9,88,5.75,7.74,1.08,2.87,17.44,5.92,2000
SuperLite 1500 Series  Nankuro 2,PS,Puzzle,Activision,6,2,5,143,7.91,6.21,4.55,2.01,20.68,0.84,2000
Qix 2000,PS,Puzzle,Electronic Arts,2,10,9,107,1.1,1.76,3.15,1.03,7.04,5.95,2000
Oekaki Puzzle 5,PS,Puzzle,Omega,8,5,2,29,1.62,6.72,1.7,1.3,11.34,1.1,2001
Oekaki Puzzle 4,PS,Puzzle,Amazon Game Studios,1,10,5,157,4.2,7.43,2.56,4.67,18.86,1.01,2000
Oekaki Puzzle 3,PS,Puzzle,IBM,10,8,1,254,4.33,5.53,2.48,4.61,16.95,2.17,2000
Oekaki Puzzle 2,PS,Puzzle,Frontier Developments,9,4,7,31,3.76,1.37,5.3,1.7,12.13,0.01,2000
Battle Qix,PS,Puzzle,Ubisoft,5,7,9,269,2.87,6.1,5.48,1.86,16.31,0.01,2002
SuperLite 2000 Puzzle  Nankuro,PS2,Puzzle,Sony Computer Entertainment,6,9,4,263,3.46,2.32,5.78,3.19,14.75,0.02,2003
Burn Out,PS,Racing,Activision,2,9,1,64,6.53,2.61,5.85,6.31,21.3,1.57,2000
Psyvariar  Revision,PS2,Shooter,Electronic Arts,8,3,5,130,2,7.19,4.46,6.27,19.92,6.21,2003
Psyvariar  Medium Unit,PS2,Shooter,Omega,8,9,7,8,6.12,1.22,2.01,3.53,12.88,3.51,2003
Psyvariar 2  Ultimate Final,PS2,Shooter,Amazon Game Studios,9,7,5,129,5.05,4.49,5.88,2.94,18.36,4.79,2004
DiRT 2,DS,Racing,Electronic Arts,8,2,7,123,3,0.06,5.79,0.05,6.02,4.49,2009
The Sims 2  Apartment Pets,DS,Simulation,Electronic Arts,9,5,2,235,3,0.31,4.72,0.3,6.02,2.66,2008
Hama no Tsuriken,PS,Sports,Ubisoft,3,7,8,219,1.8,2.93,1.89,4.49,11.11,4.42,2000
Bouhatei no Tsuriken,PS,Sports,Sony Computer Entertainment,1,10,6,252,7.75,2.72,2.57,5.3,18.34,4.71,2000
Boat no Tsuriken,PS,Sports,Activision,4,3,9,190,5.48,2.79,5.56,3.83,17.66,3.15,2000
Veggy World,DS,Shooter,Frontier Developments,6,4,7,293,3,0.02,1.02,4.96,6.02,5.28,2011
House M.D.,DS,Adventure,Sony Computer Entertainment,7,2,10,76,3,0.02,5.96,0.01,6.02,3.94,2010
Natalie Brooks  Mystery at Hillcrest High,DS,Adventure,Amazon Game Studios,7,9,3,15,3,4.36,1.62,0.02,6.02,3.4,2012
Air Offensive  Art of Flying,PC,Simulation,IBM,4,5,5,266,6.93,5.88,5.65,2.5,20.96,4.92,2003
Jewel Pet  Kawaii Mahou no Fantasy,DS,Simulation,IBM,5,3,10,247,3,4.5,0.01,1.5,6.02,0.1,2009
SuperCross Kings,PC,Racing,Sony Computer Entertainment,9,9,10,216,1.53,7.31,4.9,5.03,18.77,2.49,2000
R C Helicopter,PC,Simulation,Activision,7,1,6,25,5.32,6.12,1.27,3.9,16.61,2.49,2002
Beach Soccer,PC,Sports,Electronic Arts,1,5,7,188,4.53,3.56,3.02,6.24,17.35,2.8,2003
Ship Simulator Extremes,PC,Simulation,IBM,6,2,2,124,3,1.94,3.99,0.04,6.02,2.02,2010
Lets Dance with Mel B,PS3,Sports,Frontier Developments,9,9,5,202,3,4.65,1.31,0.02,6.01,1.63,2012
Simple DS Series Vol. 8  The Kanshikikan   Kinkyuu Shutsudou   Jiken Genba wo Touch Seyo,DS,Adventure,Ubisoft,3,2,10,249,3,1.79,0.03,4.16,6.01,1.18,2006
Touch the Dead,DS,Shooter,Amazon Game Studios,4,6,3,152,3,0.2,1.88,3.71,6.01,2.86,2007
1602 A.D.,PC,Simulation,Ubisoft,2,5,7,2.7,3.64,2.04,2.93,1.8,10.41,0.01,2000
Crysis  Maximum Edition,PC,Shooter,Electronic Arts,2,7,5,238,3,2.3,3.55,0.07,6.01,0.01,2009
Harobots Action  ,DS,Puzzle,Activision,1,1,9,271,5.91,1.1,4.52,4.19,15.72,0.03,2005
Puffins  Island Adventure,DS,Adventure,Activision,4,5,8,273,3,0.01,4.55,1.44,6.01,0.01,2009
Unreal Anthology,PC,Shooter,IBM,2,6,6,287,3,3.45,2.52,0.02,6.01,0.03,2006
Shinseiki GPX Cyber Formula  Road To The INFINITY 2,PS2,Racing,Amazon Game Studios,3,1,3,285,5.66,6.05,3.45,5.28,20.44,0.17,2005
Shinseiki GPX Cyber Formula  Road To The INFINITY,PS2,Racing,IBM,8,5,5,181,3.08,3.22,1.81,4.82,12.93,0.03,2003
Typing Renai Hakusho,PS2,Adventure,Frontier Developments,10,6,9,157,4.35,3.96,3.5,2.44,14.25,0.02,2002
Ashita no Joe Touchi  Typing Namida Hashi,PS2,Fighting,Ubisoft,10,6,6,226,6.49,1.55,2.32,1.76,12.12,3.31,2001
The Shanghai,PS,Puzzle,Sony Computer Entertainment,4,3,5,118,1.94,7.87,1.69,2.87,14.37,3.3,2000
Ochan no Oekaki Logic 3,PS,Puzzle,Activision,6,5,4,128,6.26,6.14,2.04,3.88,18.32,6.08,2001
Initial D  Takahashi Ryosuke no Typing Saisoku Riron,PS2,Racing,Electronic Arts,6,4,9,282,5.79,1.38,4.09,4.5,15.76,1.21,2001
Hakuouki  Junsouroku,PS3,Adventure,Ubisoft,8,9,2,18,3,0.03,0.03,5.87,6,0.02,2014
Yeh Yeh Tennis,PS,Sports,Amazon Game Studios,4,5,9,286,2.96,5.83,2.36,5.63,16.78,4.1,2000
Betty Boops Double Shift,DS,Puzzle,Ubisoft,3,7,2,203,3,0.03,3.91,2.03,6,4.6,2007
Mystery Tales of Time Travel,DS,Puzzle,Electronic Arts,9,7,1,16,3,0.01,5.65,0.15,6,4.42,2010
The Lost Treasures of Alexandria,DS,Puzzle,Ubisoft,10,2,7,117,3,4.36,1.55,0.04,6,1.82,2011
The IdolM@ster  Gravure For You  Vol. 6,PS3,Simulation,Electronic Arts,7,1,5,65,3,1.82,0.03,4.11,5.99,2.77,2012
Murder  She Wrote,PC,Adventure,Activision,8,3,2,65,3,4.28,1.62,0.04,5.99,2.75,2009
Yukiuta,PC,Adventure,Electronic Arts,9,1,7,155,4.41,7.93,5.06,6.62,24.02,5.65,2003
Separate Blue,PC,Adventure,Omega,9,3,7,64,3.39,1.66,2.99,6.59,14.63,3.75,2003
Azrael,PC,Adventure,Amazon Game Studios,4,7,1,82,6.37,1.51,5.12,1.1,14.1,4.38,2002
Gallop Racer Inbreed,PS2,Sports,Amazon Game Studios,2,6,10,270,3,3.82,0.02,2.13,5.99,4.96,2006
Puzzler Collection,DS,Puzzle,Omega,4,10,5,97,3,0.16,4.06,0.78,5.99,3.95,2008
Farm Frenzy  Animal Country,DS,Simulation,Omega,6,9,10,262,3,0.13,5.68,0.01,5.97,1.05,2010
Go  Diego  Go  Safari Rescue,DS,Adventure,Amazon Game Studios,6,1,1,251,3,0.14,5.66,0.01,5.96,0.05,2007
Enemy Front,PS3,Shooter,Sony Computer Entertainment,6,4,10,91,3,0.01,5.85,0.04,5.96,0.26,2014
FaceBreaker,PS3,Fighting,Activision,2,4,8,181,3,0.13,5.63,0.03,5.96,2.36,2008
Left 4 Dead 2,PC,Shooter,Omega,9,9,7,126,3,4.23,1.05,0.32,5.96,4.11,2009
Arthur and the Invisibles,DS,Adventure,Amazon Game Studios,6,3,1,68,3,0.03,3.55,2.34,5.95,2.33,2007
Gears of War,PC,Shooter,Ubisoft,4,8.8,7,99,3,1.8,4.12,0.01,5.95,0.02,2007
Magical Drop III,PS,Puzzle,Electronic Arts,9,2,3,170,1.32,7.61,2.7,2.24,13.87,0.04,2000
The Flintstones in Viva Rock Vegas,PS2,Racing,Omega,5,1,10,229,7.95,3.38,5.54,1.23,18.1,0.17,2001
Samantha Swift and the Hidden Roses of Athena,DS,Adventure,Amazon Game Studios,6,8,6,122,3,0.04,5.85,0.01,5.95,2.64,2010
The Bistro,PS,Simulation,IBM,7,9,7,182,3.29,4.85,3.94,6.53,18.61,1.78,2000
Tetsu 1  Densha de Battle ,PS2,Simulation,Frontier Developments,2,4,6,94,6.91,1.53,2,1.4,11.84,1.02,2001
Kuryuu Youma Gakuenki Recharge,PS2,Adventure,Sony Computer Entertainment,8,9,6,147,3,3.82,0.03,2.06,5.94,1.18,2006
The Dark Hills of Cherai,PC,Puzzle,Sony Computer Entertainment,7,10,1,123,3,4.74,1.17,0.01,5.94,2.86,2009
Simple DS Series Vol. 27  The Misshitsukara no Dasshutsu  The Suiri Bangai hen,DS,Adventure,Sony Computer Entertainment,10,8,8,91,1.21,1.39,2.26,1.08,5.94,0.01,2007
Learn Math,DS,Puzzle,Electronic Arts,6,6,8,193,3,0.12,3.44,2.25,5.94,0.01,2009
Hiiro no Kakera  Shin Tamayori Hime Denshou,PS2,Adventure,Ubisoft,10,3,3,87,3,2.3,0.01,3.62,5.94,0.03,2009
Sudoku Gridmaster,DS,Puzzle,Amazon Game Studios,9,9,7,261,3,0.13,5.62,0.02,5.94,0.01,2006
Zumas Revenge ,PC,Puzzle,Frontier Developments,7,8.3,9,196,3,0.01,1.06,4.86,5.94,0.03,2009
Avatar  The Last Airbender,DS,Adventure,Omega,7,1,7,71,3,0.3,5.3,0.01,5.94,0.17,2006
Petz  Horsez 2,PS2,Simulation,Ubisoft,8,4,5,29,3,0.13,5.45,0.1,5.94,0.03,2007
Brink,PC,Shooter,Ubisoft,10,7,6,220,3,0.06,5.6,0.09,5.93,0.02,2011
Apocalypse  Deus Ex Machina,PC,Adventure,Activision,2,5,5,76,2.8,2.37,5.01,3.11,13.29,3.31,2003
Atelier,PC,Adventure,Electronic Arts,7,10,3,300,2.56,7.38,5.19,5.71,20.84,3.3,2000
Skate it,DS,Sports,Electronic Arts,7.1,10,2,127,3,0.14,5.6,0.02,5.93,6.08,2008
Matantei Loki Ragnarok Mayoukaku,PS2,Adventure,Amazon Game Studios,2,1,8,17,4.63,4.77,3.57,5.79,18.76,1.21,2005
Combat Queen,PS2,Adventure,IBM,3,3,8,189,5.31,3.12,3.48,5.06,16.97,0.02,2002
Rubiks World,DS,Puzzle,Activision,5,5,5,60,3,0.1,5.7,0.01,5.93,4.1,2008
Psychic Force Complete,PS2,Fighting,Ubisoft,8,4,1,267,7.78,7.48,1.87,1.91,19.04,4.6,2005
Tago Akira no Atama no Taisou Dai 2 Shuu  Ginga Oudan Nazotoki Adventure,DS,Adventure,Amazon Game Studios,5,1,4,202,3,3.53,0.03,2.34,5.93,4.42,2009
Puzzle Bobble DS,DS,Puzzle,Activision,9,3,4,82,3.07,5.9,1.61,3.68,14.26,1.82,2005
L.A. Noire,PS3,Adventure,Activision,9,9.1,6,119,3.21,1.29,0.12,1.31,5.93,2.77,2011
Rugby World Cup 2015,PS4,Sports,IBM,9,4,8,234,3,4.1,1.71,0.05,5.92,2.75,2015
Lux Pain (JP sales),DS,Adventure,Sony Computer Entertainment,6,10,4,247,3,2.48,0.03,3.38,5.92,5.65,2009
NCIS,PS3,Adventure,Ubisoft,6,7,9,115,3,0.07,5.69,0.04,5.92,3.75,2011
Imagine  Reporter,DS,Simulation,Ubisoft,6,5,2,103,3,0.08,5.73,0.01,5.92,4.38,2010
Oyaku de Asoberu DS Ehon  Ukkari Penelope,DS,Simulation,Activision,3,9,8,147,3,3.49,0.02,2.37,5.9,4.96,2008
Psykio Shooting Collection Vol. 3  Sol Divide & Dragon Blaze,PS2,Shooter,Sony Computer Entertainment,5,3,8,115,6.91,3.9,2.66,1.84,15.31,3.95,2005
Enemy Territory  Quake Wars,PC,Shooter,Activision,5,5,6,285,3,0.01,1.48,4.38,5.89,1.05,2007
Lets Play Flight Attendant,DS,Simulation,Omega,7,4,5,138,3,0.02,1.89,3.96,5.89,4.18,2010
Togainu no Chi  True Blood,PS2,Adventure,Frontier Developments,4,6,1,149,3,2.23,0.03,3.6,5.89,3.08,2008
Twisted Metal,PS3,Racing,Omega,8,4,2,71,3,0.32,2.26,2.97,5.89,3.04,2012
Formula 1  Championship Edition,PS3,Racing,Omega,4,7,8,131,3,4.67,0.04,0.57,5.89,2.22,2007
Petz Dogz Fashion,DS,Simulation,Ubisoft,9,9,7,113,3,0.46,4.29,0.3,5.89,4.2,2008
Pony Friends  Mini Breeds Edition,DS,Simulation,Activision,10,5,1,260,3,0.05,3.62,2.16,5.88,6.65,2008
Battlefield 4,PC,Shooter,Electronic Arts,6,2,9,292,1.39,0.44,3.2,0.85,5.88,5.86,2013
Backyard Baseball 09,PS2,Sports,Amazon Game Studios,2,5,8,225,3,0.01,5.83,0.01,5.87,4.26,2008
Wedding Planner  Dream Weddings Guaranteed,DS,Simulation,Ubisoft,7,7,9,283,3,1.79,4.06,0.01,5.87,6.14,2010
Littlest Pet Shop  City Friends,DS,Simulation,Electronic Arts,2,6,1,202,3,0.29,1.87,3.39,5.87,6.33,2009
Jet de Go   Lets Go By Airliner,PS,Simulation,Amazon Game Studios,8,5,7,202,1.83,2.93,5.34,6.32,16.42,7.2,2000
Densha de Go  Nagoya Tetsudou Hen,PS,Simulation,IBM,5,1,3,93,3.48,1.3,3.96,6.35,15.09,4.5,2000
Train Simulator   Densha de Go  Tokyo Kyuukouhen,PS2,Simulation,Frontier Developments,4,9,9,186,6.51,5.78,3.19,5.37,20.85,4.7,2003
Jet de Go  2  Lets Go By Airliner,PS2,Simulation,Ubisoft,3,8,5,84,4.67,3.8,3.61,4.83,16.91,3.9,2002
Densha de Go  Shinkansen  Sanyou Shinkansen hen,PS2,Simulation,Sony Computer Entertainment,4,3,5,197,1.72,6,2.36,4.09,14.17,4.51,2001
Densha de Go  Ryojouhen,PS2,Simulation,Activision,4,10,7,165,2.06,2.59,5.13,1.24,11.02,4.25,2002
Densha de Go  Professional 2,PS2,Simulation,Electronic Arts,7,1,5,110,2.78,7.75,2.47,6.1,19.1,7.58,2003
Densha de Go  Final,PS2,Simulation,Omega,10,10,2,77,4.1,5.27,2.17,3.4,14.94,7.71,2004
Densha De Go  3 Tsuukinhen,PS2,Simulation,Amazon Game Studios,10,4,4,110,3,1.05,0.06,1.69,2.86,7.61,2001
Takahashi Naoko no Marathon Shiyouyo ,PS2,Sports,IBM,4,2,9,153,5.87,5.63,3.2,4.15,18.85,4.12,2003
D.N.Angel  Kurenai no Tsubasa,PS2,Adventure,Frontier Developments,1,5,8,240,7.23,4.69,2.84,3.82,18.58,7.71,2003
Toshinden Subaru,PS,Fighting,Ubisoft,2,6,8,232,1.39,1.14,5.28,4.26,12.07,4.89,2000
Boku no Choro Q,PS,Simulation,Sony Computer Entertainment,3,3,10,201,4.34,7.08,4.62,1.48,17.52,3.61,2002
Saint Seiya  The Hades,PS2,Fighting,Omega,6,7,6,97,3,1.87,0.04,3.92,5.87,3.25,2006
This Is The Police,PS4,Simulation,Sony Computer Entertainment,10,10,9,81,3,0.01,4.24,1.6,5.87,2.29,2017
Kono Aozora ni Yakusoku o  Melody of the Sun and Sea,PS2,Adventure,Activision,4,5,6,23,3,3.27,0.01,2.57,5.86,7.75,2007
Balls of Fury,DS,Sports,Frontier Developments,7,8,8,177,3,0.02,4.03,1.79,5.86,4.7,2007
NBA Live 16,PS4,Sports,Activision,9,6,5,172,3,0.13,5.47,0.05,5.86,4.1,2015
Katekyoo Hitman Reborn  DS  Flame Rumble Kaien Ring Soudatsuen ,DS,Fighting,Omega,1,6,7,298,3,2.89,0.08,2.81,5.86,4.8,2007
Fit in Six,PS3,Sports,Ubisoft,8,1,10,234,3,0.12,2.8,2.81,5.86,7.38,2011
Winter Sports 2  The Next Challenge,PS2,Sports,Electronic Arts,3,9,1,78,3,0.04,5.7,0.03,5.85,4.75,2008
Adventure Time  Pirates of the Enchiridion,PS4,Adventure,Omega,7,3,4,75,3,0.01,4.79,1.03,5.85,2.16,2018
WWE SmackDown vs Raw 2008,PS2,Fighting,Electronic Arts,6,4,7,88,2.34,0.92,0.01,2.58,5.85,7.57,2007
Scripps Spelling Bee,DS,Simulation,Omega,7,6,5,36,3,0.14,2.8,2.76,5.85,5.08,2010
The Chronicles of Narnia  Prince Caspian,PS2,Adventure,Electronic Arts,5,2,2,204,3,0.2,5.09,0.15,5.84,2.84,2008
Martian Gothic  Unification,PS,Adventure,IBM,9,6,8,259,3,0.06,4.59,0.04,4.8,1.38,2001
G1 Jockey 4 2007,PS2,Sports,IBM,8,1,7,208,3,4.17,0.01,1.65,5.84,2.54,2007
Countdown  The Game,DS,Puzzle,Electronic Arts,8,9,2,296,3,1.31,4.24,0.14,5.84,2.65,2009
Lemmings Revolution,PC,Puzzle,Sony Computer Entertainment,6,2,1,67,3,7.73,3.04,0.01,10.79,3.58,2000
Harvest Moon DS Cute (jp sales),DS,Simulation,Activision,7,4,10,124,3,4.11,0.1,1.53,5.84,2.54,2008
Pipe Dreams 3D,PS,Puzzle,Electronic Arts,7,1,5,138,3,0.08,1.22,0.05,1.49,2.65,2001
Motocross Mania,PS,Racing,Omega,6,10,2,220,3,0.44,1.92,0.3,3.45,3.58,2001
Aqua GT,PS,Racing,Amazon Game Studios,2,2,1,74,4.92,1.17,1.36,4.99,12.44,3.11,2001
Serious Sam  The Second Encounter,PC,Shooter,IBM,7,10,9,97,5.2,7,1.39,4.02,17.61,2.18,2002
Spec Ops  Stealth Patrol,PS,Shooter,Frontier Developments,5,9,3,137,4.88,3.47,2.96,5.7,17.01,4.93,2000
Spec Ops  Ranger Elite,PS,Shooter,Ubisoft,6,2,7,173,3,0.49,3.02,0.33,4.71,4.51,2001
Spec Ops  Covert Assault,PS,Shooter,Sony Computer Entertainment,10,1,8,216,3,0.24,3.74,0.16,4.57,2.22,2001
Fly  II,PC,Simulation,Activision,3,8,10,23,2.44,4.1,2.94,5.66,15.14,7.2,2001
Ultimate Mortal Kombat,DS,Fighting,Frontier Developments,7,7.3,3,300,3,0.07,5.66,0.01,5.83,4.5,2007
City Crisis,PS2,Simulation,Omega,1,4,6,264,3,0.06,2.84,0.05,3.08,4.7,2001
Arabians Lost  The Engagement on Desert,DS,Adventure,Ubisoft,5,2,10,155,3,3.56,0.01,2.25,5.83,3.9,2009
L.A. Noire,PS4,Adventure,Omega,6,10,10,50,3,0.18,4.73,0.32,5.83,4.51,2017
Condemned 2  Bloodshot,PS3,Shooter,Ubisoft,6,8.4,3,203,3,0.17,5.11,0.16,5.83,4.25,2008
Speedball 2100,PS,Sports,Ubisoft,2,7,7,195,3,0.1,5.28,0.07,5.63,7.58,2000
Saltwater Sportfishing,PS,Sports,Sony Computer Entertainment,8,1,8,202,3,0.12,4.36,0.08,4.78,7.71,2001
Big Strike Bowling,PS,Sports,Activision,1,1,5,11,3,0.23,2.74,0.16,3.55,7.61,2003
Q Ball  Billiards Master,PS2,Sports,Electronic Arts,3,10,4,192,3,0.13,1.99,0.1,2.49,4.12,2000
Call of Juarez  The Cartel,PC,Shooter,Ubisoft,6,4.5,3,100,3,0.05,5.61,0.05,5.83,7.71,2011
Medical 91,PC,Adventure,Amazon Game Studios,9,9,10,169,2.83,2.76,6,3.03,14.62,4.89,2005
L  the proLogue to DEATH NOTE   Rasen no Wana,DS,Adventure,Electronic Arts,1,3,10,233,3,4.2,0.09,1.44,5.82,3.61,2008
Football Manager Live,PC,Sports,Sony Computer Entertainment,5,3,4,298,3,4.79,1.01,0.01,5.82,3.25,2009
Medical 91,PS2,Adventure,Ubisoft,3,7,8,138,6.81,4.75,1.12,3.49,16.17,2.29,2005
Winter Sports 2  The Next Challenge,DS,Sports,Sony Computer Entertainment,8,10,5,171,3,0.04,5.69,0.02,5.81,7.75,2008
Happy Cooking,DS,Simulation,Ubisoft,2,7,7,118,3,0.17,1.99,3.45,5.8,4.7,2008
Jig A Pix  Pets,DS,Puzzle,Activision,5,9,10,99,3,0.03,1.9,3.83,5.8,4.1,2009
Jump Ultimate Stars,DS,Fighting,IBM,3,10,9,251,3,1.41,0.74,2.9,5.79,4.8,2006
GT Legends,PC,Racing,Sony Computer Entertainment,2,4,8,216,3,1.91,3.84,0.02,5.79,7.38,2006
Speed Racer  The Videogame,PS2,Racing,Frontier Developments,3,8,1,154,3,0.1,5.4,0.08,5.79,4.75,2008
Mechanic Master 2,DS,Puzzle,Electronic Arts,9,10,7,139,3,0.02,3.41,2.32,5.77,2.16,2010
Coraline,DS,Adventure,Electronic Arts,10,1,3,24,3,0.04,1.28,4.41,5.77,7.57,2009
Scrabble (Others sales),DS,Puzzle,Amazon Game Studios,10,5,1,30,3,1.19,4.1,0.24,5.77,5.08,2009
Otometeki Koi Kakumei * Love Revo,PS2,Adventure,Frontier Developments,4,3,4,58,3,4.21,0.03,1.5,5.77,2.84,2006
Martian Gothic  Unification,PC,Adventure,Amazon Game Studios,7,6,5,173,7.72,2.93,1.15,5.4,17.2,1.38,2000
Fish Tycoon,DS,Simulation,IBM,9,9,10,208,3,0.24,2.13,3.14,5.77,2.54,2007
Drawn To Life  SpongeBob SquarePants Edition,DS,Adventure,Activision,2,5,3,123,1.48,0.99,2.95,0.35,5.77,2.65,2008
Backyard NFL Football 09,DS,Sports,Electronic Arts,7,6,3,13,3,0.06,1.64,3.99,5.76,3.58,2008
Kurayami no Hate de Kimi o Matsu,DS,Adventure,Frontier Developments,1,2,1,46,3,1.95,0.01,3.79,5.76,2.54,2009
Ghost Pirates of Vooju Island,PC,Adventure,Activision,6,10,3,223,3,4.55,1.17,0.02,5.76,2.65,2009
Kirarin * Revolution  Atsumete Change  Kurikira * Code,DS,Simulation,IBM,8,3,6,134,3,3.58,0.01,2.16,5.76,3.58,2008
Knights of the Temple  Infernal Crusade,PC,Adventure,Omega,4,7,1,239,3.58,7.5,1.54,5.79,18.41,3.11,2004
Pryzm Chapter One  The Dark Unicorn,PS2,Adventure,Ubisoft,6,6.3,10,140,3,0.06,2.97,0.05,3.2,2.18,2002
Knights of the Temple  Infernal Crusade,PS2,Adventure,Sony Computer Entertainment,1,4,4,229,3.89,6.76,4.33,4.63,19.61,4.93,2004
Knights of the Temple II,PS2,Adventure,Activision,1,9,8,2,3.78,6.91,4.46,2.66,17.81,4.51,2005
World Racing,PC,Racing,Electronic Arts,5,5,7,284,7.52,7.11,4.61,3.88,23.12,2.22,2003
Corvette,PC,Racing,Omega,4,8,10,40,5.01,6.61,3.05,6.79,21.46,5.06,2003
The Land Before Time  Great Valley Racing Adventure,PS,Racing,Amazon Game Studios,3,1,6,182,3,0.05,4.89,0.04,5.08,4.35,2001
World Racing,PS2,Racing,Omega,7,2,7,175,5.82,1.71,3.36,6.85,17.74,6.8,2003
Robotech  Battlecry,PS2,Shooter,Amazon Game Studios,8,1,9,159,3,0.3,4.35,0.23,5.49,5.87,2002
Star Trek  Shattered Universe,PS2,Simulation,Ubisoft,5,6,6,183,3,0.05,4.85,0.04,5.04,6.75,2004
Outlaw Golf,PS2,Sports,Sony Computer Entertainment,2,8,2,224,5.7,7.85,2.88,3.65,20.08,6.27,2003
Shinkyouku Soukai Polyphonica  3&4 Hanashi Kanketsuhen,PS2,Adventure,Electronic Arts,6,6,8,218,3,1.66,0.01,4.08,5.76,6.94,2007
LifeSigns  Surgical Unit,DS,Simulation,Ubisoft,4,5,4,31,3,0.01,5.72,0.01,5.75,5.77,2007
NCAA Football 11,PS3,Sports,Sony Computer Entertainment,6,8.5,6,238,3,0.79,1.91,2.19,5.74,5.65,2010
Pro Yakyuu Team o Tsukurou ,DS,Sports,Amazon Game Studios,3,1,10,251,3,4.09,0.19,1.27,5.74,6.72,2008
State of Emergency 2,PS2,Shooter,IBM,7,6,1,264,3,0.04,5.59,0.03,5.74,6.01,2006
Pro Evolution Soccer 2018,PC,Sports,Omega,7,8,9,215,3,4.3,1.41,0.01,5.73,6.94,2017
Minecraft  Story Mode   Season Two,PS4,Adventure,Amazon Game Studios,9,5,9,225,3,0.09,3.62,1.91,5.73,3.08,2017
Shanghai StreetRacer,PC,Racing,Omega,10,7,5,98,3.38,6.76,1.7,2.33,14.17,4.47,2004
Maiden * Breeder 2,PC,Adventure,Sony Computer Entertainment,1,6,1,201,4.85,6.91,4.5,2.95,19.21,4.07,2004
Maiden * Breeder,PC,Adventure,Activision,7,8,3,126,7.57,5.09,4.42,4.86,21.94,6.43,2004
NBA 2K8,PS2,Sports,Frontier Developments,5,8,7,217,3,0.5,4.6,0.02,5.72,4.89,2007
Army Racer,PC,Racing,Omega,4,5,5,236,5.97,6.18,5.36,6.81,24.32,4.82,2005
Madden NFL 16,PS3,Sports,Frontier Developments,8,8,4,201,3,0.6,4.23,0.07,5.71,6.84,2015
Imagine  Fashion Designer New York,DS,Simulation,Ubisoft,3,5,1,229,1.07,0.65,3.67,0.32,5.71,5.11,2008
Tall Twins Tower,PS,Puzzle,Frontier Developments,9,5,3,279,3.1,4.4,3.28,4.97,15.75,6.14,2000
FlatOut 2,PS2,Racing,Activision,7,8,7,55,3,0.08,5.41,0.06,5.71,5.46,2006
Brothers  A Tale of Two Sons,PS4,Adventure,Activision,8,5,3,269,3,0.04,5.42,0.09,5.7,5.46,2015
Cabelas Big Game Hunter  Pro Hunts,PS3,Shooter,Activision,6,10,9,99,3,0.03,1.21,4.43,5.7,3.21,2014
D.C.I.F.  Da Capo Innocent Finale,PS2,Adventure,Ubisoft,3,2,4,183,3,4.47,0.03,1.17,5.7,5.41,2009
Conflict  Denied Ops,PC,Shooter,Electronic Arts,1,2,10,93,3,3.95,1.72,0.01,5.69,4.74,2008
Commandos  Strike Force,PS2,Shooter,Frontier Developments,10,1,5,147,3,0.03,5.58,0.02,5.69,4.3,2006
Hakuouki  Reimeiroku,PS2,Adventure,Activision,8,2,6,87,3,2.89,0.05,2.7,5.69,6.6,2010
Jake Power  Policeman,DS,Adventure,Activision,1,5,1,27,3,0.05,3.31,2.28,5.69,5.21,2009
Moshi Monsters  Moshlings Theme Park,DS,Simulation,Activision,6,9,7,224,3,0.03,4.9,0.35,5.68,6.85,2012
AMF Xtreme Bowling,PS2,Sports,Omega,7,2,10,63,3,0.01,5.64,0.01,5.68,4.84,2006
Zero Escape  Zero Time Dilemma,PS4,Adventure,Omega,10,10,10,133,3,0.02,2.88,2.75,5.68,5.31,2017
Pinball Heroes  Hot Shots Golf,PSN,Puzzle,Ubisoft,3,9,3,84,1.08,1.45,1.24,1.91,5.68,2.2,2009
DOA 2  Dead or Alive 2 Hardcore,PS2,Fighting,Amazon Game Studios,8,8,8,287,3,1.3,0.11,5.25,6.77,5.23,2000
Dead or Alive 2,PS2,Fighting,Ubisoft,3,1,4,160,1,0.3,0.38,0.24,1.92,4.07,2000
The Darkness II,PS3,Shooter,Frontier Developments,10,4,5,16,3,0.14,5.07,0.14,5.67,5.84,2012
DiRT 2,PS3,Racing,Ubisoft,8.5,8.8,6,182,3,0.27,3.88,0.53,5.67,6.93,2009
Monster Rancher 4,PS2,Simulation,Activision,8,7,9,185,3,0.08,0.19,0.06,0.67,4.85,2003
Monster Rancher 3,PS2,Simulation,Electronic Arts,10,2,6,39,3,0.11,0.14,0.09,0.7,6.35,2001
Baby Pals,DS,Simulation,Amazon Game Studios,7,8,5,127,3,0.26,5.12,0.01,5.67,5.33,2007
Gallop Racer 2000,PS,Sports,Amazon Game Studios,6,8,5,163,3,5.4,0.11,4.54,10.17,3.96,2000
Bakuretsu Soccer,PS,Sports,Omega,8,6,1,198,2.1,2.21,1.72,1.13,7.16,4.36,2002
